#Tmax,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eco1,eco2,eco3,eco4,eco5,eco6,eco7,eco8,eco9,eco1,eco2,eco3,eco4,eco5,eco6,eco7,eco8,eco9,eco1,eco2,eco3,eco4,eco5,eco6,eco7,eco8,eco9
TIMESTEP,TMAX_C,TMAX_C,TMAX_C,TMAX_C,TMAX_C,TMAX_C,TMAX_C,TMAX_C,TMAX_C,VAR,VAR,VAR,VAR,VAR,VAR,VAR,VAR,VAR,STDEV,STDEV,STDEV,STDEV,STDEV,STDEV,STDEV,STDEV,STDEV
2134-08-01T00:00:00Z,33.88,33.88,33.88,33.88,33.88,33.88,33.88,33.88,33.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134-09-01T00:00:00Z,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134-10-01T00:00:00Z,25.94,25.94,25.94,25.94,25.94,25.94,25.94,25.94,25.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134-11-01T00:00:00Z,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134-12-01T00:00:00Z,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-01-01T00:00:00Z,16.92,16.92,16.92,16.92,16.92,16.92,16.92,16.92,16.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-02-01T00:00:00Z,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-03-01T00:00:00Z,25.04,25.04,25.04,25.04,25.04,25.04,25.04,25.04,25.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-04-01T00:00:00Z,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-05-01T00:00:00Z,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-06-01T00:00:00Z,33.61,33.61,33.61,33.61,33.61,33.61,33.61,33.61,33.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-07-01T00:00:00Z,34.63,34.63,34.63,34.63,34.63,34.63,34.63,34.63,34.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-08-01T00:00:00Z,35.31,35.31,35.31,35.31,35.31,35.31,35.31,35.31,35.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-09-01T00:00:00Z,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,31.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-10-01T00:00:00Z,27.49,27.49,27.49,27.49,27.49,27.49,27.49,27.49,27.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-11-01T00:00:00Z,22.03,22.03,22.03,22.03,22.03,22.03,22.03,22.03,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135-12-01T00:00:00Z,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-01-01T00:00:00Z,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-02-01T00:00:00Z,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-03-01T00:00:00Z,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-04-01T00:00:00Z,25.86,25.86,25.86,25.86,25.86,25.86,25.86,25.86,25.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-05-01T00:00:00Z,30.84,30.84,30.84,30.84,30.84,30.84,30.84,30.84,30.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-06-01T00:00:00Z,34.29,34.29,34.29,34.29,34.29,34.29,34.29,34.29,34.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-07-01T00:00:00Z,33.65,33.65,33.65,33.65,33.65,33.65,33.65,33.65,33.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-08-01T00:00:00Z,31.78,31.78,31.78,31.78,31.78,31.78,31.78,31.78,31.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-09-01T00:00:00Z,31.56,31.56,31.56,31.56,31.56,31.56,31.56,31.56,31.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-10-01T00:00:00Z,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-11-01T00:00:00Z,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136-12-01T00:00:00Z,20.12,20.12,20.12,20.12,20.12,20.12,20.12,20.12,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-01-01T00:00:00Z,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-02-01T00:00:00Z,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-03-01T00:00:00Z,22.53,22.53,22.53,22.53,22.53,22.53,22.53,22.53,22.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-04-01T00:00:00Z,25.46,25.46,25.46,25.46,25.46,25.46,25.46,25.46,25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-05-01T00:00:00Z,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-06-01T00:00:00Z,34.29,34.29,34.29,34.29,34.29,34.29,34.29,34.29,34.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-07-01T00:00:00Z,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,32.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-08-01T00:00:00Z,32.61,32.61,32.61,32.61,32.61,32.61,32.61,32.61,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-09-01T00:00:00Z,31.19,31.19,31.19,31.19,31.19,31.19,31.19,31.19,31.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-10-01T00:00:00Z,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,26.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-11-01T00:00:00Z,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137-12-01T00:00:00Z,15.73,15.73,15.73,15.73,15.73,15.73,15.73,15.73,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-01-01T00:00:00Z,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-02-01T00:00:00Z,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-03-01T00:00:00Z,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-04-01T00:00:00Z,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-05-01T00:00:00Z,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-06-01T00:00:00Z,34.66,34.66,34.66,34.66,34.66,34.66,34.66,34.66,34.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-07-01T00:00:00Z,35.23,35.23,35.23,35.23,35.23,35.23,35.23,35.23,35.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-08-01T00:00:00Z,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,34.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-09-01T00:00:00Z,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-10-01T00:00:00Z,28.95,28.95,28.95,28.95,28.95,28.95,28.95,28.95,28.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-11-01T00:00:00Z,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138-12-01T00:00:00Z,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,14.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-01-01T00:00:00Z,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-02-01T00:00:00Z,19.81,19.81,19.81,19.81,19.81,19.81,19.81,19.81,19.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-03-01T00:00:00Z,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-04-01T00:00:00Z,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-05-01T00:00:00Z,31.63,31.63,31.63,31.63,31.63,31.63,31.63,31.63,31.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-06-01T00:00:00Z,36.23,36.23,36.23,36.23,36.23,36.23,36.23,36.23,36.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-07-01T00:00:00Z,34.13,34.13,34.13,34.13,34.13,34.13,34.13,34.13,34.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-08-01T00:00:00Z,35.91,35.91,35.91,35.91,35.91,35.91,35.91,35.91,35.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-09-01T00:00:00Z,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-10-01T00:00:00Z,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-11-01T00:00:00Z,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139-12-01T00:00:00Z,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-01-01T00:00:00Z,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-02-01T00:00:00Z,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-03-01T00:00:00Z,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-04-01T00:00:00Z,27.38,27.38,27.38,27.38,27.38,27.38,27.38,27.38,27.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-05-01T00:00:00Z,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,31.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-06-01T00:00:00Z,31.47,31.47,31.47,31.47,31.47,31.47,31.47,31.47,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-07-01T00:00:00Z,34.35,34.35,34.35,34.35,34.35,34.35,34.35,34.35,34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-08-01T00:00:00Z,31.78,31.78,31.78,31.78,31.78,31.78,31.78,31.78,31.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-09-01T00:00:00Z,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-10-01T00:00:00Z,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-11-01T00:00:00Z,21.07,21.07,21.07,21.07,21.07,21.07,21.07,21.07,21.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140-12-01T00:00:00Z,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-01-01T00:00:00Z,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-02-01T00:00:00Z,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-03-01T00:00:00Z,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-04-01T00:00:00Z,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-05-01T00:00:00Z,28.97,28.97,28.97,28.97,28.97,28.97,28.97,28.97,28.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-06-01T00:00:00Z,32.42,32.42,32.42,32.42,32.42,32.42,32.42,32.42,32.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-07-01T00:00:00Z,31.86,31.86,31.86,31.86,31.86,31.86,31.86,31.86,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-08-01T00:00:00Z,32.96,32.96,32.96,32.96,32.96,32.96,32.96,32.96,32.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-09-01T00:00:00Z,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-10-01T00:00:00Z,27.11,27.11,27.11,27.11,27.11,27.11,27.11,27.11,27.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-11-01T00:00:00Z,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141-12-01T00:00:00Z,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-01-01T00:00:00Z,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-02-01T00:00:00Z,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-03-01T00:00:00Z,20.99,20.99,20.99,20.99,20.99,20.99,20.99,20.99,20.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-04-01T00:00:00Z,25.24,25.24,25.24,25.24,25.24,25.24,25.24,25.24,25.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-05-01T00:00:00Z,29.89,29.89,29.89,29.89,29.89,29.89,29.89,29.89,29.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-06-01T00:00:00Z,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-07-01T00:00:00Z,32.93,32.93,32.93,32.93,32.93,32.93,32.93,32.93,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-08-01T00:00:00Z,34.59,34.59,34.59,34.59,34.59,34.59,34.59,34.59,34.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-09-01T00:00:00Z,30.71,30.71,30.71,30.71,30.71,30.71,30.71,30.71,30.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-10-01T00:00:00Z,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-11-01T00:00:00Z,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,19.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142-12-01T00:00:00Z,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-01-01T00:00:00Z,15.68,15.68,15.68,15.68,15.68,15.68,15.68,15.68,15.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-02-01T00:00:00Z,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-03-01T00:00:00Z,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-04-01T00:00:00Z,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-05-01T00:00:00Z,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-06-01T00:00:00Z,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,33.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-07-01T00:00:00Z,34.68,34.68,34.68,34.68,34.68,34.68,34.68,34.68,34.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-08-01T00:00:00Z,33.44,33.44,33.44,33.44,33.44,33.44,33.44,33.44,33.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-09-01T00:00:00Z,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-10-01T00:00:00Z,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-11-01T00:00:00Z,23.97,23.97,23.97,23.97,23.97,23.97,23.97,23.97,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143-12-01T00:00:00Z,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-01-01T00:00:00Z,16.81,16.81,16.81,16.81,16.81,16.81,16.81,16.81,16.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-02-01T00:00:00Z,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,21.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-03-01T00:00:00Z,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,24.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-04-01T00:00:00Z,25.36,25.36,25.36,25.36,25.36,25.36,25.36,25.36,25.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-05-01T00:00:00Z,32.54,32.54,32.54,32.54,32.54,32.54,32.54,32.54,32.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-06-01T00:00:00Z,34.16,34.16,34.16,34.16,34.16,34.16,34.16,34.16,34.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-07-01T00:00:00Z,34.87,34.87,34.87,34.87,34.87,34.87,34.87,34.87,34.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-08-01T00:00:00Z,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-09-01T00:00:00Z,29.69,29.69,29.69,29.69,29.69,29.69,29.69,29.69,29.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-10-01T00:00:00Z,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-11-01T00:00:00Z,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144-12-01T00:00:00Z,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-01-01T00:00:00Z,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-02-01T00:00:00Z,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-03-01T00:00:00Z,19.86,19.86,19.86,19.86,19.86,19.86,19.86,19.86,19.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-04-01T00:00:00Z,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-05-01T00:00:00Z,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-06-01T00:00:00Z,31.53,31.53,31.53,31.53,31.53,31.53,31.53,31.53,31.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-07-01T00:00:00Z,33.62,33.62,33.62,33.62,33.62,33.62,33.62,33.62,33.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-08-01T00:00:00Z,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-09-01T00:00:00Z,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-10-01T00:00:00Z,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-11-01T00:00:00Z,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145-12-01T00:00:00Z,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-01-01T00:00:00Z,17.77,17.77,17.77,17.77,17.77,17.77,17.77,17.77,17.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-02-01T00:00:00Z,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-03-01T00:00:00Z,24.03,24.03,24.03,24.03,24.03,24.03,24.03,24.03,24.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-04-01T00:00:00Z,28.39,28.39,28.39,28.39,28.39,28.39,28.39,28.39,28.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-05-01T00:00:00Z,30.67,30.67,30.67,30.67,30.67,30.67,30.67,30.67,30.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-06-01T00:00:00Z,32.54,32.54,32.54,32.54,32.54,32.54,32.54,32.54,32.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-07-01T00:00:00Z,33.64,33.64,33.64,33.64,33.64,33.64,33.64,33.64,33.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-08-01T00:00:00Z,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-09-01T00:00:00Z,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-10-01T00:00:00Z,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,27.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-11-01T00:00:00Z,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146-12-01T00:00:00Z,16.71,16.71,16.71,16.71,16.71,16.71,16.71,16.71,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147-01-01T00:00:00Z,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147-02-01T00:00:00Z,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147-03-01T00:00:00Z,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78,22.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147-04-01T00:00:00Z,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147-05-01T00:00:00Z,30.12,30.12,30.12,30.12,30.12,30.12,30.12,30.12,30.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147-06-01T00:00:00Z,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,31.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147-07-01T00:00:00Z,31.47,31.47,31.47,31.47,31.47,31.47,31.47,31.47,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147-08-01T00:00:00Z,31.97,31.97,31.97,31.97,31.97,31.97,31.97,31.97,31.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
