time,Exc,Pre,_20,_50,_100,,Excf,Pref,_20f,_50f,_100f,,sExcf,sPref,s_20f,s_50f,s_100f
47,0.23104,0.559913,0.410568,0.23104,0.23104,,2.3104,5.59913,4.10568,2.3104,2.3104,,146.35714,117.57971,79.00805,146.35714,146.35714
48,0.224446,0.095023,0.364419,0.224446,0.224446,,2.24446,0.95023,3.64419,2.24446,2.24446,,148.6016,118.52994,82.65224,148.6016,148.6016
49,0.212522,0.544295,0.49811,0.212522,0.212522,,2.12522,5.44295,4.9811,2.12522,2.12522,,150.72682,123.97289,87.63334,150.72682,150.72682
50,0.204907,0.142405,0.478451,0.204907,0.204907,,2.04907,1.42405,4.78451,2.04907,2.04907,,152.77589,125.39694,92.41785,152.77589,152.77589
51,0.191385,0.580905,0.43604,-3.699852,0.191385,,1.91385,5.80905,4.3604,-36.99852,1.91385,,154.68974,131.20599,96.77825,115.77737,154.68974
52,0.226557,0.116808,0.417507,-1.740454,0.226557,,2.26557,1.16808,4.17507,-17.40454,2.26557,,156.95531,132.37407,100.95332,98.37283,156.95531
53,0.210964,0.56218,0.422237,-0.754215,0.210964,,2.10964,5.6218,4.22237,-7.54215,2.10964,,159.06495,137.99587,105.17569,90.83068,159.06495
54,0.191629,0.096567,0.408766,-0.370708,0.191629,,1.91629,0.96567,4.08766,-3.70708,1.91629,,160.98124,138.96154,109.26335,87.1236,160.98124
55,0.177991,0.538044,0.433914,-0.145008,0.177991,,1.77991,5.38044,4.33914,-1.45008,1.77991,,162.76115,144.34198,113.60249,85.67352,162.76115
56,0.168978,0.127126,0.415837,0.083435,0.168978,,1.68978,1.27126,4.15837,0.83435,1.68978,,164.45093,145.61324,117.76086,86.50787,164.45093
57,0.211394,0.572479,0.397582,0.141464,0.211394,,2.11394,5.72479,3.97582,1.41464,2.11394,,166.56487,151.33803,121.73668,87.92251,166.56487
58,0.204481,0.110543,0.383338,0.265752,0.204481,,2.04481,1.10543,3.83338,2.65752,2.04481,,168.60968,152.44346,125.57006,90.58003,168.60968
59,0.192557,0.551406,0.360946,0.267469,0.192557,,1.92557,5.51406,3.60946,2.67469,1.92557,,170.53525,157.95752,129.17952,93.25472,170.53525
60,0.177769,0.091376,0.350464,0.25057,0.177769,,1.77769,0.91376,3.50464,2.5057,1.77769,,172.31294,158.87128,132.68416,95.76042,172.31294
61,0.158852,0.53393,-0.975807,0.386412,0.158852,,1.58852,5.3393,-9.75807,3.86412,1.58852,,173.90146,164.21058,122.92609,99.62454,173.90146
